Full Room Label,Room Label,Area,Map ID,Room ID,X,Y,W,H,Suffix
"SlimeCorp Excavation Site (X+5, Y-2) - lor1326","SlimeCorp Excavation Site (X+5, Y-2) - lor1326",SlimeCorp Excavation Site,dungeon2,lor1326,5,-2,1,1,
"SlimeCorp Excavation Site (X+6, Y-2) - lor1325","SlimeCorp Excavation Site (X+6, Y-2) - lor1325",SlimeCorp Excavation Site,dungeon2,lor1325,6,-2,1,3,
"SlimeCorp Excavation Site (X-4, Y-1) - lor1299","SlimeCorp Excavation Site (X-4, Y-1) - lor1299",SlimeCorp Excavation Site,dungeon2,lor1299,-4,-1,1,1,
"SlimeCorp Excavation Site (X-3, Y-1) - lor534","SlimeCorp Excavation Site (X-3, Y-1) - lor534",SlimeCorp Excavation Site,dungeon2,lor534,-3,-1,1,1,
"SlimeCorp Excavation Site (X-2, Y-1) - lor524 (Main)","SlimeCorp Excavation Site (X-2, Y-1) - lor524",SlimeCorp Excavation Site,dungeon2,lor524,-2,-1,1,3, (Main)
"SlimeCorp Excavation Site (X-2, Y-1) - lor524 (North)","SlimeCorp Excavation Site (X-2, Y-1) - lor524",SlimeCorp Excavation Site,dungeon2,lor524,-2,-1,1,3, (North)
"SlimeCorp Excavation Site (X-2, Y-1) - lor524 (South)","SlimeCorp Excavation Site (X-2, Y-1) - lor524",SlimeCorp Excavation Site,dungeon2,lor524,-2,-1,1,3, (South)
"SlimeCorp Excavation Site (X-1, Y-1) - lor533","SlimeCorp Excavation Site (X-1, Y-1) - lor533",SlimeCorp Excavation Site,dungeon2,lor533,-1,-1,1,1,
"SlimeCorp Excavation Site (X+2, Y-1) - lor1231","SlimeCorp Excavation Site (X+2, Y-1) - lor1231",SlimeCorp Excavation Site,dungeon2,lor1231,2,-1,1,1,
"SlimeCorp Excavation Site (X+3, Y-1) - lor172","SlimeCorp Excavation Site (X+3, Y-1) - lor172",SlimeCorp Excavation Site,dungeon2,lor172,3,-1,1,1,
"SlimeCorp Excavation Site (X+5, Y-1) - lor1228","SlimeCorp Excavation Site (X+5, Y-1) - lor1228",SlimeCorp Excavation Site,dungeon2,lor1228,5,-1,1,1,
"SlimeCorp Excavation Site (X-4, Y+0) - lor1298","SlimeCorp Excavation Site (X-4, Y+0) - lor1298",SlimeCorp Excavation Site,dungeon2,lor1298,-4,0,1,1,
"SlimeCorp Excavation Site (X-3, Y+0) - lor536","SlimeCorp Excavation Site (X-3, Y+0) - lor536",SlimeCorp Excavation Site,dungeon2,lor536,-3,0,1,1,
"SlimeCorp Excavation Site (X-1, Y+0) - lor523","SlimeCorp Excavation Site (X-1, Y+0) - lor523",SlimeCorp Excavation Site,dungeon2,lor523,-1,0,1,1,
"SlimeCorp Excavation Site (X+0, Y+0) - lor149 (Main)","SlimeCorp Excavation Site (X+0, Y+0) - lor149",SlimeCorp Excavation Site,dungeon2,lor149,0,0,2,3, (Main)
"SlimeCorp Excavation Site (X+0, Y+0) - lor149 (South)","SlimeCorp Excavation Site (X+0, Y+0) - lor149",SlimeCorp Excavation Site,dungeon2,lor149,0,0,2,3, (South)
"SlimeCorp Excavation Site (X+2, Y+0) - lor158","SlimeCorp Excavation Site (X+2, Y+0) - lor158",SlimeCorp Excavation Site,dungeon2,lor158,2,0,1,1,
"SlimeCorp Excavation Site (X+3, Y+0) - lor166","SlimeCorp Excavation Site (X+3, Y+0) - lor166",SlimeCorp Excavation Site,dungeon2,lor166,3,0,1,1,
"SlimeCorp Excavation Site (X+4, Y+0) - lor171","SlimeCorp Excavation Site (X+4, Y+0) - lor171",SlimeCorp Excavation Site,dungeon2,lor171,4,0,1,1,
"SlimeCorp Excavation Site (X+5, Y+0) - lor339","SlimeCorp Excavation Site (X+5, Y+0) - lor339",SlimeCorp Excavation Site,dungeon2,lor339,5,0,1,1,
"SlimeCorp Excavation Site (X-4, Y+1) - lor1297","SlimeCorp Excavation Site (X-4, Y+1) - lor1297",SlimeCorp Excavation Site,dungeon2,lor1297,-4,1,1,1,
"SlimeCorp Excavation Site (X-3, Y+1) - lor535","SlimeCorp Excavation Site (X-3, Y+1) - lor535",SlimeCorp Excavation Site,dungeon2,lor535,-3,1,1,1,
"SlimeCorp Excavation Site (X-1, Y+1) - lor584","SlimeCorp Excavation Site (X-1, Y+1) - lor584",SlimeCorp Excavation Site,dungeon2,lor584,-1,1,1,1,
"SlimeCorp Excavation Site (X+2, Y+1) - lor213","SlimeCorp Excavation Site (X+2, Y+1) - lor213",SlimeCorp Excavation Site,dungeon2,lor213,2,1,1,1,
"SlimeCorp Excavation Site (X+3, Y+1) - lor173","SlimeCorp Excavation Site (X+3, Y+1) - lor173",SlimeCorp Excavation Site,dungeon2,lor173,3,1,1,1,
"SlimeCorp Excavation Site (X+4, Y+1) - lor180","SlimeCorp Excavation Site (X+4, Y+1) - lor180",SlimeCorp Excavation Site,dungeon2,lor180,4,1,1,1,
"SlimeCorp Excavation Site (X+5, Y+1) - lor337","SlimeCorp Excavation Site (X+5, Y+1) - lor337",SlimeCorp Excavation Site,dungeon2,lor337,5,1,1,1,
"SlimeCorp Excavation Site (X-4, Y+2) - lor1296","SlimeCorp Excavation Site (X-4, Y+2) - lor1296",SlimeCorp Excavation Site,dungeon2,lor1296,-4,2,1,1,
"SlimeCorp Excavation Site (X-3, Y+2) - lor617","SlimeCorp Excavation Site (X-3, Y+2) - lor617",SlimeCorp Excavation Site,dungeon2,lor617,-3,2,1,1,
"SlimeCorp Excavation Site (X-2, Y+2) - lor586","SlimeCorp Excavation Site (X-2, Y+2) - lor586",SlimeCorp Excavation Site,dungeon2,lor586,-2,2,1,1,
"SlimeCorp Excavation Site (X-1, Y+2) - lor585","SlimeCorp Excavation Site (X-1, Y+2) - lor585",SlimeCorp Excavation Site,dungeon2,lor585,-1,2,1,1,
"SlimeCorp Excavation Site (X+2, Y+2) - lor212","SlimeCorp Excavation Site (X+2, Y+2) - lor212",SlimeCorp Excavation Site,dungeon2,lor212,2,2,2,1,
"SlimeCorp Excavation Site (X+4, Y+2) - yug8","SlimeCorp Excavation Site (X+4, Y+2) - yug8",SlimeCorp Excavation Site,dungeon2,yug8,4,2,1,1,
"SlimeCorp Excavation Site (X+5, Y+2) - lor1324","SlimeCorp Excavation Site (X+5, Y+2) - lor1324",SlimeCorp Excavation Site,dungeon2,lor1324,5,2,1,1,
"SlimeCorp Excavation Site (X-4, Y+3) - lor1295","SlimeCorp Excavation Site (X-4, Y+3) - lor1295",SlimeCorp Excavation Site,dungeon2,lor1295,-4,3,1,1,
"SlimeCorp Excavation Site (X-3, Y+3) - lor618","SlimeCorp Excavation Site (X-3, Y+3) - lor618",SlimeCorp Excavation Site,dungeon2,lor618,-3,3,3,1,
"SlimeCorp Excavation Site (X+0, Y+3) - lor619","SlimeCorp Excavation Site (X+0, Y+3) - lor619",SlimeCorp Excavation Site,dungeon2,lor619,0,3,1,1,
"SlimeCorp Excavation Site (X+1, Y+3) - lor416","SlimeCorp Excavation Site (X+1, Y+3) - lor416",SlimeCorp Excavation Site,dungeon2,lor416,1,3,1,1,
"SlimeCorp Excavation Site (X+2, Y+3) - lor417 (West)","SlimeCorp Excavation Site (X+2, Y+3) - lor417",SlimeCorp Excavation Site,dungeon2,lor417,2,3,1,1, (West)
"SlimeCorp Excavation Site (X+2, Y+3) - lor417 (East)","SlimeCorp Excavation Site (X+2, Y+3) - lor417",SlimeCorp Excavation Site,dungeon2,lor417,2,3,1,1, (East)
"SlimeCorp Excavation Site (X+3, Y+3) - lor368 (West)","SlimeCorp Excavation Site (X+3, Y+3) - lor368",SlimeCorp Excavation Site,dungeon2,lor368,3,3,1,1, (West)
"SlimeCorp Excavation Site (X+3, Y+3) - lor368 (East)","SlimeCorp Excavation Site (X+3, Y+3) - lor368",SlimeCorp Excavation Site,dungeon2,lor368,3,3,1,1, (East)
"SlimeCorp Excavation Site (X+4, Y+3) - lor256","SlimeCorp Excavation Site (X+4, Y+3) - lor256",SlimeCorp Excavation Site,dungeon2,lor256,4,3,1,1,
"SlimeCorp Excavation Site (X+5, Y+3) - lor1323","SlimeCorp Excavation Site (X+5, Y+3) - lor1323",SlimeCorp Excavation Site,dungeon2,lor1323,5,3,1,1,
"SlimeCorp Excavation Site (X-3, Y+4) - lor1294","SlimeCorp Excavation Site (X-3, Y+4) - lor1294",SlimeCorp Excavation Site,dungeon2,lor1294,-3,4,1,2,
"SlimeCorp Excavation Site (X-2, Y+4) - lor672 (South)","SlimeCorp Excavation Site (X-2, Y+4) - lor672",SlimeCorp Excavation Site,dungeon2,lor672,-2,4,2,2, (South)
"SlimeCorp Excavation Site (X-2, Y+4) - lor672 (East)","SlimeCorp Excavation Site (X-2, Y+4) - lor672",SlimeCorp Excavation Site,dungeon2,lor672,-2,4,2,2, (East)
"SlimeCorp Excavation Site (X+0, Y+4) - lor667 (West)","SlimeCorp Excavation Site (X+0, Y+4) - lor667",SlimeCorp Excavation Site,dungeon2,lor667,0,4,1,1, (West)
"SlimeCorp Excavation Site (X+0, Y+4) - lor667 (East)","SlimeCorp Excavation Site (X+0, Y+4) - lor667",SlimeCorp Excavation Site,dungeon2,lor667,0,4,1,1, (East)
"SlimeCorp Excavation Site (X+1, Y+4) - lor755","SlimeCorp Excavation Site (X+1, Y+4) - lor755",SlimeCorp Excavation Site,dungeon2,lor755,1,4,1,3,
"SlimeCorp Excavation Site (X+2, Y+4) - lor770","SlimeCorp Excavation Site (X+2, Y+4) - lor770",SlimeCorp Excavation Site,dungeon2,lor770,2,4,1,1,
"SlimeCorp Excavation Site (X+3, Y+4) - lor390 (West)","SlimeCorp Excavation Site (X+3, Y+4) - lor390",SlimeCorp Excavation Site,dungeon2,lor390,3,4,1,1, (West)
"SlimeCorp Excavation Site (X+3, Y+4) - lor390 (East)","SlimeCorp Excavation Site (X+3, Y+4) - lor390",SlimeCorp Excavation Site,dungeon2,lor390,3,4,1,1, (East)
"SlimeCorp Excavation Site (X+4, Y+4) - lor1321","SlimeCorp Excavation Site (X+4, Y+4) - lor1321",SlimeCorp Excavation Site,dungeon2,lor1321,4,4,2,2,
"SlimeCorp Excavation Site (X-5, Y+5) - lor1307","SlimeCorp Excavation Site (X-5, Y+5) - lor1307",SlimeCorp Excavation Site,dungeon2,lor1307,-5,5,1,1,
"SlimeCorp Excavation Site (X-4, Y+5) - lor1306","SlimeCorp Excavation Site (X-4, Y+5) - lor1306",SlimeCorp Excavation Site,dungeon2,lor1306,-4,5,1,1,
"SlimeCorp Excavation Site (X+0, Y+5) - lor741 (West)","SlimeCorp Excavation Site (X+0, Y+5) - lor741",SlimeCorp Excavation Site,dungeon2,lor741,0,5,1,1, (West)
"SlimeCorp Excavation Site (X+0, Y+5) - lor741 (East)","SlimeCorp Excavation Site (X+0, Y+5) - lor741",SlimeCorp Excavation Site,dungeon2,lor741,0,5,1,1, (East)
"SlimeCorp Excavation Site (X+2, Y+5) - lor769","SlimeCorp Excavation Site (X+2, Y+5) - lor769",SlimeCorp Excavation Site,dungeon2,lor769,2,5,1,1,
"SlimeCorp Excavation Site (X+3, Y+5) - lor856","SlimeCorp Excavation Site (X+3, Y+5) - lor856",SlimeCorp Excavation Site,dungeon2,lor856,3,5,1,1,
"SlimeCorp Excavation Site (X-5, Y+6) - lor1308","SlimeCorp Excavation Site (X-5, Y+6) - lor1308",SlimeCorp Excavation Site,dungeon2,lor1308,-5,6,1,1,
"SlimeCorp Excavation Site (X-4, Y+6) - yug3 (West)","SlimeCorp Excavation Site (X-4, Y+6) - yug3",SlimeCorp Excavation Site,dungeon2,yug3,-4,6,1,1, (West)
"SlimeCorp Excavation Site (X-4, Y+6) - yug3 (East)","SlimeCorp Excavation Site (X-4, Y+6) - yug3",SlimeCorp Excavation Site,dungeon2,yug3,-4,6,1,1, (East)
"SlimeCorp Excavation Site (X-3, Y+6) - lor703 (West)","SlimeCorp Excavation Site (X-3, Y+6) - lor703",SlimeCorp Excavation Site,dungeon2,lor703,-3,6,1,1, (West)
"SlimeCorp Excavation Site (X-3, Y+6) - lor703 (East)","SlimeCorp Excavation Site (X-3, Y+6) - lor703",SlimeCorp Excavation Site,dungeon2,lor703,-3,6,1,1, (East)
"SlimeCorp Excavation Site (X-2, Y+6) - lor701","SlimeCorp Excavation Site (X-2, Y+6) - lor701",SlimeCorp Excavation Site,dungeon2,lor701,-2,6,1,1,
"SlimeCorp Excavation Site (X-1, Y+6) - lor732 (West)","SlimeCorp Excavation Site (X-1, Y+6) - lor732",SlimeCorp Excavation Site,dungeon2,lor732,-1,6,1,1, (West)
"SlimeCorp Excavation Site (X-1, Y+6) - lor732 (East)","SlimeCorp Excavation Site (X-1, Y+6) - lor732",SlimeCorp Excavation Site,dungeon2,lor732,-1,6,1,1, (East)
"SlimeCorp Excavation Site (X+0, Y+6) - lor1079","SlimeCorp Excavation Site (X+0, Y+6) - lor1079",SlimeCorp Excavation Site,dungeon2,lor1079,0,6,1,1,
"SlimeCorp Excavation Site (X+2, Y+6) - lor768","SlimeCorp Excavation Site (X+2, Y+6) - lor768",SlimeCorp Excavation Site,dungeon2,lor768,2,6,1,1,
"SlimeCorp Excavation Site (X+3, Y+6) - lor854","SlimeCorp Excavation Site (X+3, Y+6) - lor854",SlimeCorp Excavation Site,dungeon2,lor854,3,6,1,1,
"SlimeCorp Excavation Site (X+4, Y+6) - lor1086","SlimeCorp Excavation Site (X+4, Y+6) - lor1086",SlimeCorp Excavation Site,dungeon2,lor1086,4,6,1,1,
"SlimeCorp Excavation Site (X+5, Y+6) - lor1320","SlimeCorp Excavation Site (X+5, Y+6) - lor1320",SlimeCorp Excavation Site,dungeon2,lor1320,5,6,1,1,
"SlimeCorp Excavation Site (X-4, Y+7) - lor1309","SlimeCorp Excavation Site (X-4, Y+7) - lor1309",SlimeCorp Excavation Site,dungeon2,lor1309,-4,7,1,1,
"SlimeCorp Excavation Site (X-3, Y+7) - lor712","SlimeCorp Excavation Site (X-3, Y+7) - lor712",SlimeCorp Excavation Site,dungeon2,lor712,-3,7,1,1,
"SlimeCorp Excavation Site (X-2, Y+7) - lor726","SlimeCorp Excavation Site (X-2, Y+7) - lor726",SlimeCorp Excavation Site,dungeon2,lor726,-2,7,1,1,
"SlimeCorp Excavation Site (X-1, Y+7) - lor731","SlimeCorp Excavation Site (X-1, Y+7) - lor731",SlimeCorp Excavation Site,dungeon2,lor731,-1,7,1,1,
"SlimeCorp Excavation Site (X+0, Y+7) - lor1284","SlimeCorp Excavation Site (X+0, Y+7) - lor1284",SlimeCorp Excavation Site,dungeon2,lor1284,0,7,2,1,
"SlimeCorp Excavation Site (X+2, Y+7) - lor860","SlimeCorp Excavation Site (X+2, Y+7) - lor860",SlimeCorp Excavation Site,dungeon2,lor860,2,7,3,1,
"SlimeCorp Excavation Site (X+5, Y+7) - lor1319","SlimeCorp Excavation Site (X+5, Y+7) - lor1319",SlimeCorp Excavation Site,dungeon2,lor1319,5,7,1,1,
"SlimeCorp Excavation Site (X-3, Y+8) - lor1310","SlimeCorp Excavation Site (X-3, Y+8) - lor1310",SlimeCorp Excavation Site,dungeon2,lor1310,-3,8,1,1,
"SlimeCorp Excavation Site (X-2, Y+8) - lor1311","SlimeCorp Excavation Site (X-2, Y+8) - lor1311",SlimeCorp Excavation Site,dungeon2,lor1311,-2,8,1,1,
"SlimeCorp Excavation Site (X-1, Y+8) - lor1312","SlimeCorp Excavation Site (X-1, Y+8) - lor1312",SlimeCorp Excavation Site,dungeon2,lor1312,-1,8,1,2,
"SlimeCorp Excavation Site (X+0, Y+8) - lor1089","SlimeCorp Excavation Site (X+0, Y+8) - lor1089",SlimeCorp Excavation Site,dungeon2,lor1089,0,8,2,2,
"SlimeCorp Excavation Site (X+2, Y+8) - lor1313","SlimeCorp Excavation Site (X+2, Y+8) - lor1313",SlimeCorp Excavation Site,dungeon2,lor1313,2,8,1,2,
"SlimeCorp Excavation Site (X+3, Y+8) - lor1317","SlimeCorp Excavation Site (X+3, Y+8) - lor1317",SlimeCorp Excavation Site,dungeon2,lor1317,3,8,2,1,
"SlimeCorp Excavation Site (X+5, Y+8) - lor1318","SlimeCorp Excavation Site (X+5, Y+8) - lor1318",SlimeCorp Excavation Site,dungeon2,lor1318,5,8,1,1,
"SlimeCorp Excavation Site (X-1, Y+10) - lor1314","SlimeCorp Excavation Site (X-1, Y+10) - lor1314",SlimeCorp Excavation Site,dungeon2,lor1314,-1,10,1,1,
"SlimeCorp Excavation Site (X+0, Y+10) - lor1315","SlimeCorp Excavation Site (X+0, Y+10) - lor1315",SlimeCorp Excavation Site,dungeon2,lor1315,0,10,2,1,
"SlimeCorp Excavation Site (X+2, Y+10) - lor1316","SlimeCorp Excavation Site (X+2, Y+10) - lor1316",SlimeCorp Excavation Site,dungeon2,lor1316,2,10,1,1,
"SlimeCorp Skyscraper (X+0, Y-5) - lor151","SlimeCorp Skyscraper (X+0, Y-5) - lor151",SlimeCorp Skyscraper,skyscraper,lor151,0,-5,1,1,
"SlimeCorp Skyscraper (X+1, Y-5) - lor133","SlimeCorp Skyscraper (X+1, Y-5) - lor133",SlimeCorp Skyscraper,skyscraper,lor133,1,-5,1,1,
"SlimeCorp Skyscraper (X+2, Y-5) - lor98","SlimeCorp Skyscraper (X+2, Y-5) - lor98",SlimeCorp Skyscraper,skyscraper,lor98,2,-5,1,1,
"SlimeCorp Skyscraper (X+3, Y-5) - lor112","SlimeCorp Skyscraper (X+3, Y-5) - lor112",SlimeCorp Skyscraper,skyscraper,lor112,3,-5,1,1,
"SlimeCorp Skyscraper (X+4, Y-5) - lor104","SlimeCorp Skyscraper (X+4, Y-5) - lor104",SlimeCorp Skyscraper,skyscraper,lor104,4,-5,1,1,
"SlimeCorp Skyscraper (X+0, Y-4) - lor187","SlimeCorp Skyscraper (X+0, Y-4) - lor187",SlimeCorp Skyscraper,skyscraper,lor187,0,-4,1,2,
"SlimeCorp Skyscraper (X+1, Y-4) - lor150","SlimeCorp Skyscraper (X+1, Y-4) - lor150",SlimeCorp Skyscraper,skyscraper,lor150,1,-4,1,1,
"SlimeCorp Skyscraper (X+2, Y-4) - lor140","SlimeCorp Skyscraper (X+2, Y-4) - lor140",SlimeCorp Skyscraper,skyscraper,lor140,2,-4,1,2,
"SlimeCorp Skyscraper (X+3, Y-4) - lor97","SlimeCorp Skyscraper (X+3, Y-4) - lor97",SlimeCorp Skyscraper,skyscraper,lor97,3,-4,2,3,
"SlimeCorp Skyscraper (X+1, Y-3) - lor220","SlimeCorp Skyscraper (X+1, Y-3) - lor220",SlimeCorp Skyscraper,skyscraper,lor220,1,-3,1,1,
"SlimeCorp Skyscraper (X+0, Y-2) - lor2","SlimeCorp Skyscraper (X+0, Y-2) - lor2",SlimeCorp Skyscraper,skyscraper,lor2,0,-2,2,3,
"SlimeCorp Skyscraper (X+2, Y-2) - lor63","SlimeCorp Skyscraper (X+2, Y-2) - lor63",SlimeCorp Skyscraper,skyscraper,lor63,2,-2,1,1,
"SlimeCorp Skyscraper (X+2, Y-1) - ren22","SlimeCorp Skyscraper (X+2, Y-1) - ren22",SlimeCorp Skyscraper,skyscraper,ren22,2,-1,1,1,
"SlimeCorp Skyscraper (X+3, Y-1) - lor25 (North)","SlimeCorp Skyscraper (X+3, Y-1) - lor25",SlimeCorp Skyscraper,skyscraper,lor25,3,-1,1,2, (North)
"SlimeCorp Skyscraper (X+3, Y-1) - lor25 (South)","SlimeCorp Skyscraper (X+3, Y-1) - lor25",SlimeCorp Skyscraper,skyscraper,lor25,3,-1,1,2, (South)
"SlimeCorp Skyscraper (X+4, Y-1) - lor54","SlimeCorp Skyscraper (X+4, Y-1) - lor54",SlimeCorp Skyscraper,skyscraper,lor54,4,-1,1,2,
"SlimeCorp Skyscraper (X+2, Y+0) - lor16","SlimeCorp Skyscraper (X+2, Y+0) - lor16",SlimeCorp Skyscraper,skyscraper,lor16,2,0,1,1,
"South Plaza (X-1, Y-6) - ren355 (North)","South Plaza (X-1, Y-6) - ren355",South Plaza,city,ren355,-1,-6,2,3, (North)
"South Plaza (X-1, Y-6) - ren355 (South)","South Plaza (X-1, Y-6) - ren355",South Plaza,city,ren355,-1,-6,2,3, (South)
"South Plaza (X-1, Y-6) - ren355 (West)","South Plaza (X-1, Y-6) - ren355",South Plaza,city,ren355,-1,-6,2,3, (West)
"South Plaza (X-1, Y-6) - ren355 (East)","South Plaza (X-1, Y-6) - ren355",South Plaza,city,ren355,-1,-6,2,3, (East)
"South Plaza (X-2, Y-4) - ren4064","South Plaza (X-2, Y-4) - ren4064",South Plaza,city,ren4064,-2,-4,1,1,
"South Plaza (X+1, Y-4) - ren4066","South Plaza (X+1, Y-4) - ren4066",South Plaza,city,ren4066,1,-4,1,1,
"South Plaza (X-2, Y-3) - ren223 (Main)","South Plaza (X-2, Y-3) - ren223",South Plaza,city,ren223,-2,-3,4,7, (Main)
"South Plaza (X-2, Y-3) - ren223 (South)","South Plaza (X-2, Y-3) - ren223",South Plaza,city,ren223,-2,-3,4,7, (South)
"South Plaza (X-2, Y-3) - ren223 (Southwest)","South Plaza (X-2, Y-3) - ren223",South Plaza,city,ren223,-2,-3,4,7, (Southwest)
"South Plaza (X-2, Y-3) - ren223 (Southeast)","South Plaza (X-2, Y-3) - ren223",South Plaza,city,ren223,-2,-3,4,7, (Southeast)
"South Plaza (X-3, Y+3) - ren4152","South Plaza (X-3, Y+3) - ren4152",South Plaza,city,ren4152,-3,3,1,1,
"South Plaza (X-3, Y+4) - yug4930","South Plaza (X-3, Y+4) - yug4930",South Plaza,city,yug4930,-3,4,1,1,
"South Plaza (X-2, Y+4) - yug5210","South Plaza (X-2, Y+4) - yug5210",South Plaza,city,yug5210,-2,4,1,1,
"South Plaza (X-1, Y+4) - lor2248 (North)","South Plaza (X-1, Y+4) - lor2248",South Plaza,city,lor2248,-1,4,2,2, (North)
"South Plaza (X-1, Y+4) - lor2248 (South)","South Plaza (X-1, Y+4) - lor2248",South Plaza,city,lor2248,-1,4,2,2, (South)
"South Plaza (X-1, Y+4) - lor2248 (Southeast)","South Plaza (X-1, Y+4) - lor2248",South Plaza,city,lor2248,-1,4,2,2, (Southeast)
"South Plaza (X-1, Y+4) - lor2248 (Southeast Entrance)","South Plaza (X-1, Y+4) - lor2248",South Plaza,city,lor2248,-1,4,2,2, (Southeast Entrance)
"South Plaza (X+1, Y+4) - yug4939 (West)","South Plaza (X+1, Y+4) - yug4939",South Plaza,city,yug4939,1,4,1,1, (West)
"South Plaza (X+1, Y+4) - yug4939 (East)","South Plaza (X+1, Y+4) - yug4939",South Plaza,city,yug4939,1,4,1,1, (East)
"South Plaza (X+2, Y+4) - yug5154","South Plaza (X+2, Y+4) - yug5154",South Plaza,city,yug5154,2,4,1,1,
"South Plaza (Interiors) (X-1, Y+1) - ren85","South Plaza (Interiors) (X-1, Y+1) - ren85",South Plaza (Interiors),city_interiors,ren85,-1,1,1,1,
"South Plaza (Sewers) (X-1, Y-6) - lor230","South Plaza (Sewers) (X-1, Y-6) - lor230",South Plaza (Sewers),city_underground,lor230,-1,-6,2,1,
"South Plaza (Sewers) (X-1, Y-5) - ren984","South Plaza (Sewers) (X-1, Y-5) - ren984",South Plaza (Sewers),city_underground,ren984,-1,-5,2,1,
"South Plaza (Sewers) (X-1, Y+4) - lor871","South Plaza (Sewers) (X-1, Y+4) - lor871",South Plaza (Sewers),city_underground,lor871,-1,4,2,1,
"South Plaza (Sewers) (X-1, Y+5) - yug1700 (West)","South Plaza (Sewers) (X-1, Y+5) - yug1700",South Plaza (Sewers),city_underground,yug1700,-1,5,2,1, (West)
"South Plaza (Sewers) (X-1, Y+5) - yug1700 (East)","South Plaza (Sewers) (X-1, Y+5) - yug1700",South Plaza (Sewers),city_underground,yug1700,-1,5,2,1, (East)
"Trevosos Motor Club (X-3, Y+0) - ren212","Trevosos Motor Club (X-3, Y+0) - ren212",Trevosos Motor Club,trevosos,ren212,-3,0,2,3,
"Trevosos Motor Club (X+0, Y+0) - ren2","Trevosos Motor Club (X+0, Y+0) - ren2",Trevosos Motor Club,trevosos,ren2,0,0,1,2,
"Trevosos Motor Club (X+2, Y+0) - ren75","Trevosos Motor Club (X+2, Y+0) - ren75",Trevosos Motor Club,trevosos,ren75,2,0,1,2,
"Trevosos Motor Club (Interiors) (X-10, Y-6) - ren93","Trevosos Motor Club (Interiors) (X-10, Y-6) - ren93",Trevosos Motor Club (Interiors),city_interiors,ren93,-10,-6,1,1,
