Room Label 1,Exit,Room Label 2,↔️,Rules,Edit,Idx1,Idx2,✅,Rule 1,Rule 2,Rule 3,Rule 4,Rule 5,Rule 6,Rule 7,"Badges (SS[+], Moon, Turret, Wing)",Offstring Throw,Walk-the-Dog,Wall-Dash,UFO Throw,Wall Ride,"Moves (Sleeper+AtW/Parry, Coin-Flip, Coin-Flip+Prodigy, Cat's Cradle)",Other,Notes
"Faria Slimer Borough (X+3, Y+3) - yug217",up,"Faria Slimer Borough (X+2, Y+1) - yug219 (Main)",TRUE,TRUE,8/7/2026 2:32:39,253,242,TRUE,dash,ufo,ride,,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,
"Faria Slimer Borough (X+3, Y+3) - yug217",left,"Faria Slimer Borough (X+2, Y+3) - yug1",FALSE,FALSE,8/7/2026 1:59:16,253,252,TRUE,,,,,,,,,,,,,,,,
"Faria Slimer Borough (X+4, Y+3) - yug2 (West)",left,"Faria Slimer Borough (X+3, Y+3) - yug217",TRUE,FALSE,7/28/2026 13:24:59,254,253,TRUE,,,,,,,,,,,,,,,,
"Faria Slimer Borough (X+4, Y+3) - yug2 (West)",manhole (down),"Faria Slimer Borough (Sewers) (X+4, Y+3) - yug47",TRUE,FALSE,7/28/2026 13:25:54,254,330,TRUE,,,,,,,,,,,,,,,,
"Faria Slimer Borough (X+4, Y+3) - yug2 (East)",left,"Faria Slimer Borough (X+4, Y+3) - yug2 (West)",TRUE,TRUE,8/8/2026 17:08:08,255,254,TRUE,Staff ID,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Staff ID,
"Faria Slimer Borough (X+5, Y+3) - yug2165",right,"Faria Slimer Borough (X+6, Y+3) - yug2099 (North)",FALSE,TRUE,8/8/2026 19:10:48,256,257,TRUE,Combat 8,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Combat 8,
"Faria Slimer Borough (X+6, Y+3) - yug2099 (South)",left,"Faria Slimer Borough (X+5, Y+3) - yug2165",FALSE,FALSE,8/8/2026 19:06:53,258,256,TRUE,,,,,,,,,,,,,,,,
"Faria Slimer Borough (X+7, Y+3) - yug9",up,"Faria Slimer Borough (X+4, Y+0) - yug27 (Main)",FALSE,FALSE,8/8/2026 18:55:39,259,239,TRUE,,,,,,,,,,,,,,,,
"Faria Slimer Borough (X+7, Y+3) - yug9",up,"Faria Slimer Borough (X+9, Y+2) - yug22",FALSE,TRUE,8/8/2026 19:15:37,259,248,TRUE,Lever 5,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lever 5,
"Faria Slimer Borough (X+7, Y+3) - yug9",left,"Faria Slimer Borough (X+6, Y+3) - yug2099 (South)",FALSE,FALSE,8/8/2026 19:02:54,259,258,TRUE,,,,,,,,,,,,,,,,
"Faria Slimer Borough (X+3, Y+4) - yug4250",left,"Faria Slimer Borough (X+1, Y+5) - yug4288",FALSE,TRUE,8/16/2026 12:49:27,260,270,TRUE,Combat 6,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Combat 6,
"Faria Slimer Borough (X+4, Y+4) - yug4303",left,"Faria Slimer Borough (X+3, Y+4) - yug4250",FALSE,TRUE,8/8/2026 15:18:01,261,260,TRUE,"ss, buoy",dog,"dash, ss+","ride, ss+","dash, ride",,,Skipping Stone,FALSE,TRUE,Skipping Stone+,FALSE,Skipping Stone+,FALSE,FALSE,SS solo requires grabbing buoy from room on the right
"Faria Slimer Borough (X+4, Y+4) - yug4303",right,"Faria Slimer Borough (X+5, Y+4) - yug4308",FALSE,TRUE,8/7/2026 1:40:55,261,262,TRUE,"ss, buoy",ss+,dog,,,,,(Skipping Stone AND Buoy) OR Skipping Stone+,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Assumes you can still stand on the buoys
"Faria Slimer Borough (X+6, Y+4) - yug4185",down,"Faria Slimer Borough (X+6, Y+5) - yug4194",FALSE,TRUE,8/7/2026 1:11:40,263,273,TRUE,ss,buoy,,,,,,Skipping Stone,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Buoy,
"Faria Slimer Borough (X+7, Y+4) - yug4153 (North)",down,"Faria Slimer Borough (X+7, Y+4) - yug4153 (South)",FALSE,TRUE,8/6/2026 22:41:20,264,265,TRUE,ss,dog,dash,ufo,,,,Skipping Stone,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,
"Faria Slimer Borough (X+7, Y+4) - yug4153 (North)",left,"Faria Slimer Borough (X+6, Y+4) - yug4185",FALSE,TRUE,8/6/2026 22:47:28,264,263,TRUE,Key 2,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Key 2,
"Faria Slimer Borough (X+8, Y+4) - yug4144",left,"Faria Slimer Borough (X+7, Y+4) - yug4153 (North)",FALSE,TRUE,8/16/2026 13:28:11,266,264,TRUE,dog,"dash, ss, ride","ride, ss+","hard, ride, dash",,,,FALSE,FALSE,TRUE,Skipping Stone AND Wall Ride,FALSE,Skipping Stone+,FALSE,FALSE,Wall-Dash off of bottom-left buoy -> wall-dash off of barrier
"Faria Slimer Borough (X+9, Y+4) - yug4136",left,"Faria Slimer Borough (X+8, Y+4) - yug4144",FALSE,FALSE,8/6/2026 22:23:11,267,266,TRUE,,,,,,,,,,,,,,,,
"Faria Slimer Borough (X+10, Y+4) - yug4122",right,"Faria Slimer Borough (X+11, Y+4) - lor2884",FALSE,TRUE,8/6/2026 21:24:11,268,269,TRUE,dog,"ride, ss",,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,Skipping Stone,FALSE,FALSE,
"Faria Slimer Borough (X+11, Y+4) - lor2884",up,"Faria Slimer Borough (X+10, Y+2) - lor2334 (Northeast)",TRUE,TRUE,8/6/2026 22:03:03,269,250,TRUE,dog,"ride, ss",,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,Skipping Stone,FALSE,FALSE,
"Faria Slimer Borough (X+11, Y+4) - lor2884",down,"Faria Slimer Borough (X+11, Y+5) - lor2866",FALSE,TRUE,8/6/2026 21:40:15,269,276,TRUE,ss,dog,ufo,ride,,,,Skipping Stone,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,
"Faria Slimer Borough (X+1, Y+5) - yug4288",left,"South Plaza (X-1, Y+4) - lor2248 (Southeast Entrance)",FALSE,TRUE,8/7/2026 1:51:07,270,958,TRUE,"dog, ride","dash, ride","ride, ss+",buoy,,,,FALSE,FALSE,Wall-Ride,Wall-Ride,FALSE,Skipping Stone+,FALSE,buoy,
"Faria Slimer Borough (X+4, Y+5) - yug4222",up,"Faria Slimer Borough (X+4, Y+4) - yug4303",FALSE,TRUE,8/7/2026 1:31:54,271,261,TRUE,"dog, buoy","dog, ride","dash, ride","ride, ss+",,,,FALSE,FALSE,Buoy OR Wall-Ride,Wall-Ride,FALSE,Skipping Stone+,FALSE,FALSE,
"Faria Slimer Borough (X+5, Y+5) - yug4236",left,"Faria Slimer Borough (X+4, Y+5) - yug4222",FALSE,TRUE,8/7/2026 1:26:20,272,271,TRUE,"ss+, buoy","dog, buoy","dash, ss, buoy","ride, buoy",,,,Skipping Stone+ AND Buoy,FALSE,Buoy,Skipping Stone AND Buoy,FALSE,Buoy,FALSE,FALSE,
"Faria Slimer Borough (X+6, Y+5) - yug4194",left,"Faria Slimer Borough (X+5, Y+5) - yug4236",FALSE,TRUE,8/7/2026 1:22:41,273,272,TRUE,"dog, buoy","dog, ss","dash, buoy","dash, ss","ufo, ride","ride, buoy","ride, ss",FALSE,FALSE,Buoy OR Skipping Stone,Buoy OR Skipping Stone OR Wall-Ride,Wall-Ride,Buoy OR Skipping Stone,FALSE,FALSE,
"Faria Slimer Borough (X+9, Y+5) - yug4113",up,"Faria Slimer Borough (X+9, Y+4) - yug4136",FALSE,TRUE,8/8/2026 14:45:33,274,267,TRUE,dog,"dash, ride","ride, ss+",,,,,FALSE,FALSE,TRUE,Wall-Ride AND Skipping Stone,FALSE,Skipping Stone+,FALSE,FALSE,
"Faria Slimer Borough (X+10, Y+5) - yug4798",left,"Faria Slimer Borough (X+9, Y+5) - yug4113",FALSE,TRUE,8/8/2026 14:44:59,275,274,TRUE,dog,"ride, ss+","hard, ride, ss","hard, ride, dash",,,,FALSE,FALSE,TRUE,FALSE,FALSE,Skipping Stone (Hard diff) OR Skipping Stone+,FALSE,FALSE,Wall-Ride w/ SS is hard on keyboard
"Faria Slimer Borough (X+11, Y+5) - lor2866",left,"Faria Slimer Borough (X+10, Y+5) - yug4798",FALSE,TRUE,8/8/2026 14:43:42,276,275,TRUE,dog,"hard, ride, ss+","hard, dash, ride, ss","expert, dash, ride",,,,FALSE,FALSE,TRUE,Wall-Ride AND Skipping Stone (Hard diff),FALSE,Skipping Stone+ (Hard diff),FALSE,FALSE,Wall-Ride w/ SS+ is tight timing. For hard wall-dash: https://discord.com/channels/875434897605546005/1389167380877545522/1535148845229547580
"Faria Slimer Borough (Sewers) (X+3, Y-7) - ren3974",right,"Faria Slimer Borough (Sewers) (X+4, Y-7) - ren3993 (Main)",FALSE,TRUE,8/4/2026 16:28:04,286,287,TRUE,"Lever 7, Lever 8",,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lever 7+8,
"Faria Slimer Borough (Sewers) (X+4, Y-7) - ren3993 (Main)",down,"Faria Slimer Borough (Sewers) (X+4, Y-6) - ren3982 (North)",FALSE,FALSE,8/4/2026 16:28:18,287,293,TRUE,,,,,,,,,,,,,,,,
"Faria Slimer Borough (Sewers) (X+4, Y-7) - ren3993 (South)",left,"Faria Slimer Borough (Sewers) (X+3, Y-7) - ren3974",FALSE,FALSE,8/5/2026 20:02:14,288,286,TRUE,,,,,,,,,,,,,,,,
"Faria Slimer Borough (Sewers) (X+8, Y-7) - yug882",down,"Faria Slimer Borough (Sewers) (X+8, Y-6) - yug912 (North)",FALSE,FALSE,8/4/2026 16:42:34,289,299,TRUE,,,,,,,,,,,,,,,,
"Faria Slimer Borough (Sewers) (X+9, Y-7) - yug873",left,"Faria Slimer Borough (Sewers) (X+8, Y-7) - yug882",FALSE,FALSE,8/4/2026 16:41:56,290,289,TRUE,,,,,,,,,,,,,,,,
"Faria Slimer Borough (Sewers) (X+3, Y-6) - ren3946",right,"Faria Slimer Borough (Sewers) (X+4, Y-6) - ren3982 (Main)",FALSE,FALSE,8/2/2026 21:16:56,291,292,TRUE,,,,,,,,,,,,,,,,
"Faria Slimer Borough (Sewers) (X+4, Y-6) - ren3982 (Main)",up,"Faria Slimer Borough (Sewers) (X+4, Y-7) - ren3993 (South)",FALSE,FALSE,8/4/2026 16:29:40,292,288,TRUE,,,,,,,,,,,,,,,,
"Faria Slimer Borough (Sewers) (X+4, Y-6) - ren3982 (Main)",right,"Faria Slimer Borough (Sewers) (X+5, Y-6) - ren4029 (Main)",FALSE,TRUE,8/2/2026 21:57:33,292,295,TRUE,"Key 1, Key 2, Button 1, Button 2",,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Key 1+2 AND Button 1+2,
"Faria Slimer Borough (Sewers) (X+4, Y-6) - ren3982 (Main)",down,"Faria Slimer Borough (Sewers) (X+2, Y-5) - ren3998",FALSE,FALSE,8/2/2026 21:21:49,292,303,TRUE,,,,,,,,,,,,,,,,
"Faria Slimer Borough (Sewers) (X+5, Y-6) - ren4029 (Main)",down,"Faria Slimer Borough (Sewers) (X+5, Y-6) - ren4029 (South)",FALSE,TRUE,8/2/2026 22:02:36,295,296,TRUE,Key 3,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Key 3,
"Faria Slimer Borough (Sewers) (X+5, Y-6) - ren4029 (South)",manhole (up),"Faria Slimer Borough (X+4, Y-6) - yug173",TRUE,FALSE,8/2/2026 22:03:20,296,194,TRUE,,,,,,,,,,,,,,,,
"Faria Slimer Borough (Sewers) (X+7, Y-6) - yug817",right,"Faria Slimer Borough (Sewers) (X+8, Y-6) - yug912 (Northwest)",FALSE,FALSE,8/4/2026 15:11:19,297,300,TRUE,,,,,,,,,,,,,,,,
"Faria Slimer Borough (Sewers) (X+8, Y-6) - yug912 (Main)",left,"Faria Slimer Borough (Sewers) (X+7, Y-5) - yug804",FALSE,FALSE,8/4/2026 14:27:18,298,305,TRUE,,,,,,,,,,,,,,,,
"Faria Slimer Borough (Sewers) (X+8, Y-6) - yug912 (Main)",right,"Faria Slimer Borough (Sewers) (X+9, Y-5) - yug838 (West)",FALSE,TRUE,8/4/2026 16:47:42,298,306,TRUE,"Button 3, Button 4, Button 5",,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Button 3+4+5,
"Faria Slimer Borough (Sewers) (X+8, Y-6) - yug912 (Main)",down,"Faria Slimer Borough (Sewers) (X+8, Y-4) - yug829",FALSE,FALSE,8/4/2026 14:27:26,298,308,TRUE,,,,,,,,,,,,,,,,
"Faria Slimer Borough (Sewers) (X+9, Y-6) - yug860",left,"Faria Slimer Borough (Sewers) (X+8, Y-6) - yug912 (Northeast)",FALSE,TRUE,8/4/2026 15:19:33,302,301,TRUE,ufo,"off, [FSB-I] Key (shop)","off, manhole",,,,,FALSE,[FSB-I] Key (shop) OR manhole,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
"Faria Slimer Borough (Sewers) (X+2, Y-5) - ren3998",right,"Faria Slimer Borough (Sewers) (X+4, Y-5) - ren3965",FALSE,FALSE,8/2/2026 21:41:56,303,304,TRUE,,,,,,,,,,,,,,,,
"Faria Slimer Borough (Sewers) (X+4, Y-5) - ren3965",up,"Faria Slimer Borough (Sewers) (X+4, Y-6) - ren3982 (South)",FALSE,TRUE,8/2/2026 21:45:29,304,294,TRUE,Combat 4,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Combat 4,
"Faria Slimer Borough (Sewers) (X+7, Y-5) - yug804",up,"Faria Slimer Borough (Sewers) (X+7, Y-6) - yug817",FALSE,FALSE,8/4/2026 15:10:59,305,297,TRUE,,,,,,,,,,,,,,,,
"Faria Slimer Borough (Sewers) (X+9, Y-5) - yug838 (West)",manhole (up),"Faria Slimer Borough (X+9, Y-5) - yug3320 (South Alcove)",TRUE,FALSE,8/4/2026 16:51:19,306,207,TRUE,,,,,,,,,,,,,,,,
"Faria Slimer Borough (Sewers) (X+9, Y-5) - yug838 (East)",up,"Faria Slimer Borough (Sewers) (X+9, Y-6) - yug860",FALSE,TRUE,8/4/2026 15:43:01,307,302,TRUE,[FSB-I] Key (shop),manhole,,,,,,FALSE,[FSB-I] Key (shop) OR manhole,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Assumes key/manhole can be left behind
"Faria Slimer Borough (Sewers) (X+8, Y-4) - yug829",right,"Faria Slimer Borough (Sewers) (X+9, Y-4) - yug848",FALSE,TRUE,8/4/2026 15:36:02,308,309,TRUE,manhole,[FSB-I] Key (shop),,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Manhole or [FSB-I] Key (shop),Completable without abilities w/ manhole cover
"Faria Slimer Borough (Sewers) (X+9, Y-4) - yug848",up,"Faria Slimer Borough (Sewers) (X+9, Y-5) - yug838 (East)",FALSE,TRUE,8/4/2026 15:36:13,309,307,TRUE,"off, [FSB-I] Key (shop)","off, manhole",,,,,,FALSE,[FSB-I] Key (shop) OR manhole,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Requires Offstring to bring manhole or key from previous room
"Faria Slimer Borough (Sewers) (X+6, Y-2) - yug13",down,"Faria Slimer Borough (Sewers) (X+6, Y-1) - yug31",FALSE,FALSE,8/5/2026 20:02:38,311,314,TRUE,,,,,,,,,,,,,,,,
"Faria Slimer Borough (Sewers) (X+5, Y-1) - lor176",up,"Faria Slimer Borough (Sewers) (X+5, Y-2) - lor177",FALSE,FALSE,8/3/2026 15:09:52,313,310,TRUE,,,,,,,,,,,,,,,,
"Faria Slimer Borough (Sewers) (X+6, Y-1) - yug31",down,"Faria Slimer Borough (Sewers) (X+6, Y+0) - yug26 (North)",FALSE,TRUE,8/8/2026 20:55:00,314,320,TRUE,Combat 8,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Combat 8,
"Faria Slimer Borough (Sewers) (X+7, Y-1) - lor194",right,"Faria Slimer Borough (Sewers) (X+8, Y-1) - yug23",FALSE,FALSE,8/2/2026 19:28:38,315,316,TRUE,,,,,,,,,,,,,,,,
"Faria Slimer Borough (Sewers) (X+2, Y+0) - ren1453",up,"Faria Slimer Borough (Sewers) (X+2, Y-1) - ren1477",FALSE,TRUE,8/30/2026 0:47:30,317,312,TRUE,ss+,dog,midair ufo,dash-midair-ufo,"ride, ss",,,Skipping Stone+,FALSE,TRUE,FALSE,TRUE,Skipping Stone,FALSE,FALSE,Mid-air UFO Throw. Solo Wall-Ride is too difficult
"Faria Slimer Borough (Sewers) (X+6, Y+0) - yug26 (North)",left,"Faria Slimer Borough (Sewers) (X+5, Y-1) - lor176",FALSE,FALSE,8/2/2026 20:22:32,320,313,TRUE,,,,,,,,,,,,,,,,
"Faria Slimer Borough (Sewers) (X+6, Y+0) - yug26 (North)",left,"Faria Slimer Borough (Sewers) (X+5, Y+0) - lor175",FALSE,FALSE,8/2/2026 20:23:07,320,318,TRUE,,,,,,,,,,,,,,,,
"Faria Slimer Borough (Sewers) (X+6, Y+0) - yug26 (South)",left,"Faria Slimer Borough (Sewers) (X+5, Y+0) - lor175",FALSE,FALSE,8/2/2026 20:24:12,321,318,TRUE,,,,,,,,,,,,,,,,
"Faria Slimer Borough (Sewers) (X+6, Y+0) - yug26 (East)",left,"Faria Slimer Borough (Sewers) (X+6, Y+0) - yug26 (Main)",FALSE,TRUE,8/2/2026 20:24:02,322,319,TRUE,"Lever 2, Lever 3, Lever 5",,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lever 2+3+5,
"Faria Slimer Borough (Sewers) (X+7, Y+0) - yug39",left,"Faria Slimer Borough (Sewers) (X+6, Y+0) - yug26 (East)",FALSE,TRUE,8/16/2026 12:59:49,323,322,TRUE,Combat 9,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Combat 9,
"Faria Slimer Borough (Sewers) (X+8, Y+0) - yug20",left,"Faria Slimer Borough (Sewers) (X+7, Y+0) - yug39",FALSE,FALSE,8/7/2026 12:49:24,324,323,TRUE,,,,,,,,,,,,,,,,
"Faria Slimer Borough (Sewers) (X+10, Y+0) - yug1803",left,"Faria Slimer Borough (Sewers) (X+9, Y+0) - yug1330",FALSE,TRUE,8/6/2026 20:53:25,326,325,TRUE,"hard, dash",ufo,"ride, dash",,,,,FALSE,FALSE,FALSE,Hard diff,TRUE,Wall-Dash,FALSE,FALSE,"Wall-dash only is possible w/ bottom half, UFO only is only possible w/ top half"
"Faria Slimer Borough (Sewers) (X+5, Y+1) - yug4",right,"Faria Slimer Borough (Sewers) (X+6, Y+1) - yug35",FALSE,FALSE,7/28/2026 15:16:14,327,328,TRUE,,,,,,,,,,,,,,,,
"Faria Slimer Borough (Sewers) (X+6, Y+1) - yug35",up,"Faria Slimer Borough (Sewers) (X+6, Y+0) - yug26 (South)",FALSE,TRUE,8/2/2026 19:21:53,328,321,TRUE,off,ufo,"hard, ride",,,,,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Wall-Ride requires specific setup. Cats cradle could clear this room but the enemies dont respawn so if you accidently kill the first one cats cradle cant do it. If a way to respawn this enemy is found cats cradle can be added
"Faria Slimer Borough (Sewers) (X+4, Y+3) - yug47",right,"Faria Slimer Borough (Sewers) (X+5, Y+3) - lor779",FALSE,FALSE,8/8/2026 17:29:19,330,331,TRUE,,,,,,,,,,,,,,,,
"Faria Slimer Borough (Sewers) (X+5, Y+3) - lor779",left,"Faria Slimer Borough (Sewers) (X+4, Y+3) - yug47",FALSE,TRUE,8/8/2026 17:30:21,331,330,TRUE,ss,dog,dash,ufo,ride,,,Skipping Stone,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,
"Faria Slimer Borough (Sewers) (X+5, Y+3) - lor779",right,"Faria Slimer Borough (Sewers) (X+6, Y+3) - yug382",TRUE,FALSE,8/8/2026 17:47:16,331,332,TRUE,,,,,,,,,,,,,,,,
"Faria Slimer Borough (Sewers) (X+5, Y+3) - lor779",down,"Faria Slimer Borough (Sewers) (X+4, Y+4) - yug385",FALSE,FALSE,8/8/2026 17:47:24,331,336,TRUE,,,,,,,,,,,,,,,,
"Faria Slimer Borough (Sewers) (X+6, Y+3) - yug382",right,"Faria Slimer Borough (Sewers) (X+7, Y+3) - lor173 (West)",TRUE,FALSE,8/8/2026 18:20:33,332,333,TRUE,,,,,,,,,,,,,,,,
"Faria Slimer Borough (Sewers) (X+7, Y+3) - lor173 (West)",manhole (up),"Faria Slimer Borough (X+7, Y+3) - yug9",TRUE,FALSE,8/8/2026 18:20:38,333,259,TRUE,,,,,,,,,,,,,,,,
"Faria Slimer Borough (Sewers) (X+7, Y+3) - lor173 (West)",right,"Faria Slimer Borough (Sewers) (X+7, Y+3) - lor173 (East)",FALSE,TRUE,8/30/2026 0:50:37,333,334,TRUE,dash,"ride, midair ufo",,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,Midair UFO Throw,FALSE,FALSE,Can wall-ride short wall -> midair ufo (seems lenient)
"Faria Slimer Borough (Sewers) (X+7, Y+3) - lor173 (East)",right,"Faria Slimer Borough (Sewers) (X+8, Y+3) - yug1141",FALSE,FALSE,8/8/2026 18:22:22,334,335,TRUE,,,,,,,,,,,,,,,,
"Faria Slimer Borough (Sewers) (X+8, Y+3) - yug1141",down,"Faria Slimer Borough (Sewers) (X+8, Y+4) - ren3800 (East)",FALSE,TRUE,8/8/2026 18:37:44,335,340,TRUE,dash,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
"Faria Slimer Borough (Sewers) (X+4, Y+4) - yug385",right,"Faria Slimer Borough (Sewers) (X+6, Y+4) - yug528",FALSE,TRUE,8/8/2026 17:57:32,336,337,TRUE,Combat 6,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Combat 6,
"Faria Slimer Borough (Sewers) (X+8, Y+4) - ren3800 (West)",left,"Faria Slimer Borough (Sewers) (X+7, Y+4) - yug1206",FALSE,TRUE,8/8/2026 18:44:59,339,338,TRUE,Combat 7,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Combat 7,
"Faria Slimer Borough (Sewers) (X+8, Y+4) - ren3800 (East)",left,"Faria Slimer Borough (Sewers) (X+8, Y+4) - ren3800 (West)",FALSE,TRUE,8/8/2026 18:41:48,340,339,TRUE,dash,ride,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,
"Gallineiros District (X-10, Y-15) - ren5317",right,"Gallineiros District (X-9, Y-15) - ren6741",,,,341,342,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (X-10, Y-15) - ren5317",down,"Gallineiros District (X-10, Y-14) - ren5255",,,8/8/2026 18:38:10,341,349,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (X-10, Y-15) - ren5317",manhole (down),"Gallineiros District (Sewers) (X-10, Y-15) - ren2288",,,,341,406,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (X-9, Y-15) - ren6741",left,"Gallineiros District (X-10, Y-15) - ren5317",,,,342,341,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (X-9, Y-15) - ren6741",down,"Gallineiros District (X-9, Y-14) - ren5243",,,,342,350,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (X-8, Y-15) - ren5279",right,"Gallineiros District (X-7, Y-15) - ren5381",,,,343,344,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (X-8, Y-15) - ren5279",down,"Gallineiros District (X-8, Y-14) - ren5379",,,,343,351,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (X-7, Y-15) - ren5381",left,"Gallineiros District (X-8, Y-15) - ren5279",,,,344,343,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (X-7, Y-15) - ren5381",right,"Gallineiros District (X-6, Y-15) - ren5476",,,,344,345,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (X-7, Y-15) - ren5381",down,"Gallineiros District (X-7, Y-14) - lor1485",,,,344,352,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (X-6, Y-15) - ren5476",left,"Gallineiros District (X-7, Y-15) - ren5381",,,,345,344,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (X-6, Y-15) - ren5476",right,"Gallineiros District (X-5, Y-15) - ren5388",,,,345,346,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (X-6, Y-15) - ren5476",down,"Gallineiros District (X-6, Y-14) - ren5414",,,,345,353,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (X-6, Y-15) - ren5476",manhole (down),"Gallineiros District (Sewers) (X-6, Y-15) - ren2046",,,,345,409,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (X-5, Y-15) - ren5388",left,"Gallineiros District (X-6, Y-15) - ren5476",,,,346,345,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (X-5, Y-15) - ren5388",right,"Gallineiros District (X-4, Y-15) - lor1277",,,,346,347,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (X-4, Y-15) - lor1277",left,"Gallineiros District (X-5, Y-15) - ren5388",,,,347,346,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (X-4, Y-15) - lor1277",right,"Gallineiros District (X-3, Y-15) - ren6788",,,,347,348,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (X-4, Y-15) - lor1277",left,"Gallineiros District (X-5, Y-14) - ren5431",,,,347,354,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (X-3, Y-15) - ren6788",left,"Gallineiros District (X-4, Y-15) - lor1277",,,,348,347,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (X-3, Y-15) - ren6788",down,"Gallineiros District (X-2, Y-12) - ren5478",,,,348,366,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (X-3, Y-15) - ren6788",warp (up),"Gallineiros District (Interiors) (X-2, Y-16) - ren1082",,,,348,400,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (X-10, Y-14) - ren5255",up,"Gallineiros District (X-10, Y-15) - ren5317",,,,349,341,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (X-10, Y-14) - ren5255",right,"Gallineiros District (X-9, Y-14) - ren5243",,,,349,350,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (X-10, Y-14) - ren5255",right,"Gallineiros District (X-9, Y-13) - ren5359",,,,349,355,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (X-10, Y-14) - ren5255",down,"Gallineiros District (X-10, Y-12) - ren5347",,,,349,358,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (X-9, Y-14) - ren5243",up,"Gallineiros District (X-9, Y-15) - ren6741",,,,350,342,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (X-9, Y-14) - ren5243",left,"Gallineiros District (X-10, Y-14) - ren5255",,,,350,349,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (X-8, Y-14) - ren5379",up,"Gallineiros District (X-8, Y-15) - ren5279",,,,351,343,FALSE,,,,,,,,,,,,,,,,
"Gallineiros District (X-8, Y-14) - ren5379",left,"Gallineiros District (X-9, Y-13) - ren5359",,,,351,355,FALSE,,,,,,,,,,,,,,,,
